,model,persona,variant,pid,vda,vda_normalized
1652,llama2,Democrat,accuracy,52.0,0.6375,0.0858622979016167
1653,llama2,Democrat,accuracy,53.0,0.5882352941176471,0.036597592019263825
1654,llama2,Democrat,accuracy,54.0,0.5882352941176471,0.036597592019263825
1655,llama2,Democrat,accuracy,55.0,0.6444444444444444,0.09280674234606112
1656,llama2,Democrat,accuracy,56.0,0.6,0.048362297901616724
1657,llama2,Democrat,accuracy,57.0,0.6000000000000001,0.048362297901616835
1658,llama2,Democrat,accuracy,58.0,0.6588235294117647,0.10718582731338144
1659,llama2,Democrat,accuracy,59.0,0.6352941176470589,0.08365641554867564
1660,llama2,Democrat,accuracy,60.0,0.6555555555555556,0.1039178534571723
1661,llama2,Democrat,accuracy,61.0,0.65,0.09836229790161677
1662,llama2,Democrat,accuracy,62.0,0.6421052631578947,0.09046756105951148
1663,llama2,Democrat,accuracy,63.0,0.6111111111111112,0.05947340901272791
1664,llama2,Democrat,accuracy,64.0,0.6666666666666666,0.11502896456828338
1665,llama2,Democrat,accuracy,65.0,0.5875,0.03586229790161677
1666,llama2,Democrat,accuracy,66.0,0.625,0.07336229790161675
1667,llama2,Democrat,accuracy,67.0,0.6333333333333333,0.08169563123495005
1668,llama2,Democrat,accuracy,68.0,0.5875,0.03586229790161677
1669,llama2,Democrat,accuracy,69.0,0.6333333333333333,0.08169563123495005
1670,llama2,Democrat,accuracy,70.0,0.6111111111111112,0.05947340901272791
1671,llama2,Democrat,accuracy,71.0,0.6875,0.13586229790161675
1672,llama2,Democrat,accuracy,72.0,0.6375,0.0858622979016167
1673,llama2,Democrat,accuracy,73.0,0.6,0.048362297901616724
1674,llama2,Democrat,accuracy,74.0,0.6705882352941177,0.11895053319573445
1675,llama2,Democrat,accuracy,75.0,0.6555555555555556,0.1039178534571723
1676,llama2,Democrat,accuracy,76.0,0.6470588235294118,0.09542112143102854
1677,llama2,Democrat,accuracy,77.0,0.611764705882353,0.060127003783969735
1678,llama2,Democrat,accuracy,78.0,0.6,0.048362297901616724
1679,llama2,Democrat,accuracy,79.0,0.61,0.05836229790161673
1680,llama2,Democrat,accuracy,80.0,0.6444444444444444,0.09280674234606112
1681,llama2,Democrat,accuracy,81.0,0.6666666666666666,0.11502896456828338
1682,llama2,Democrat,accuracy,82.0,0.6444444444444444,0.09280674234606112
1683,llama2,Democrat,accuracy,83.0,0.6,0.048362297901616724
1684,llama2,Democrat,accuracy,84.0,0.6,0.048362297901616724
1685,llama2,Democrat,accuracy,85.0,0.65,0.09836229790161677
1686,llama2,Democrat,accuracy,86.0,0.6333333333333333,0.08169563123495005
1687,llama2,Democrat,accuracy,87.0,0.6222222222222222,0.07058452012383898
1688,llama2,Democrat,accuracy,88.0,0.6705882352941177,0.11895053319573445
1689,llama2,Democrat,accuracy,89.0,0.64,0.08836229790161676
1690,llama2,Democrat,accuracy,90.0,0.6631578947368421,0.1115201926384588
1691,llama2,Democrat,accuracy,91.0,0.6888888888888889,0.13725118679050563
1692,llama2,Democrat,accuracy,92.0,0.6375,0.0858622979016167
1693,llama2,Democrat,accuracy,93.0,0.6333333333333333,0.08169563123495005
1694,llama2,Democrat,accuracy,94.0,0.6470588235294118,0.09542112143102854
1695,llama2,Democrat,accuracy,95.0,0.6,0.048362297901616724
1696,llama2,Democrat,accuracy,96.0,0.5764705882352942,0.024832886136910926
1697,llama2,Democrat,accuracy,97.0,0.6133333333333333,0.06169563123495003
1698,llama2,Democrat,accuracy,98.0,0.6470588235294118,0.09542112143102854
1699,llama2,Democrat,accuracy,99.0,0.6210526315789474,0.06941492948056416
1700,llama2,Republican,accuracy,0.0,0.65,0.09836229790161677
1701,llama2,Republican,accuracy,1.0,0.6533333333333334,0.10169563123495018
1702,llama2,Republican,accuracy,2.0,0.6307692307692307,0.0791315286708475
1703,llama2,Republican,accuracy,3.0,0.6153846153846154,0.06374691328623217
1704,llama2,Republican,accuracy,4.0,0.6428571428571429,0.09121944075875965
1705,llama2,Republican,accuracy,5.0,0.6,0.048362297901616724
1706,llama2,Republican,accuracy,6.0,0.65,0.09836229790161677
1707,llama2,Republican,accuracy,7.0,0.5846153846153845,0.03297768251700128
1708,llama2,Republican,accuracy,8.0,0.6875,0.13586229790161675
1709,llama2,Republican,accuracy,9.0,0.5866666666666667,0.035028964568283416
1710,llama2,Republican,accuracy,10.0,0.5666666666666668,0.01502896456828351
1711,llama2,Republican,accuracy,11.0,0.676923076923077,0.1252853748246937
1712,llama2,Republican,accuracy,12.0,0.55,-0.0016377020983832091
1713,llama2,Republican,accuracy,13.0,0.6941176470588236,0.14247994496044036
1714,llama2,Republican,accuracy,14.0,0.7230769230769231,0.1714392209785398
1715,llama2,Republican,accuracy,15.0,0.6625,0.11086229790161672
1716,llama2,Republican,accuracy,16.0,0.509090909090909,-0.042546793007474215
1717,llama2,Republican,accuracy,17.0,0.6,0.048362297901616724
1718,llama2,Republican,accuracy,18.0,0.65,0.09836229790161677
1719,llama2,Republican,accuracy,19.0,0.6625,0.11086229790161672
1720,llama2,Republican,accuracy,20.0,0.6,0.048362297901616724
1721,llama2,Republican,accuracy,21.0,0.6933333333333334,0.1416956312349501
1722,llama2,Republican,accuracy,22.0,0.6666666666666666,0.11502896456828338
1723,llama2,Republican,accuracy,23.0,0.5866666666666667,0.035028964568283416
1724,llama2,Republican,accuracy,24.0,0.6153846153846154,0.06374691328623217
1725,llama2,Republican,accuracy,25.0,0.7000000000000001,0.1483622979016168
1726,llama2,Republican,accuracy,26.0,0.6142857142857142,0.06264801218733096
1727,llama2,Republican,accuracy,27.0,0.6285714285714287,0.07693372647304542
1728,llama2,Republican,accuracy,28.0,0.7125,0.16086229790161677
1729,llama2,Republican,accuracy,29.0,0.6714285714285715,0.11979086933018823
1730,llama2,Republican,accuracy,30.0,0.6307692307692307,0.0791315286708475
1731,llama2,Republican,accuracy,31.0,0.7333333333333333,0.18169563123495003
1732,llama2,Republican,accuracy,32.0,0.6307692307692307,0.0791315286708475
1733,llama2,Republican,accuracy,33.0,0.5666666666666667,0.015028964568283398
1734,llama2,Republican,accuracy,34.0,0.6933333333333334,0.1416956312349501
1735,llama2,Republican,accuracy,35.0,0.5733333333333334,0.021695631234950108
1736,llama2,Republican,accuracy,36.0,0.6285714285714287,0.07693372647304542
1737,llama2,Republican,accuracy,37.0,0.64,0.08836229790161676
1738,llama2,Republican,accuracy,38.0,0.6857142857142857,0.13407658361590247
1739,llama2,Republican,accuracy,39.0,0.7166666666666667,0.16502896456828342
1740,llama2,Republican,accuracy,40.0,0.5866666666666667,0.035028964568283416
1741,llama2,Republican,accuracy,41.0,0.6823529411764706,0.13071523907808735
1742,llama2,Republican,accuracy,42.0,0.6799999999999999,0.12836229790161668
1743,llama2,Republican,accuracy,43.0,0.6307692307692307,0.0791315286708475
1744,llama2,Republican,accuracy,44.0,0.64,0.08836229790161676
1745,llama2,Republican,accuracy,45.0,0.5866666666666667,0.035028964568283416
1746,llama2,Republican,accuracy,46.0,0.6823529411764706,0.13071523907808735
1747,llama2,Republican,accuracy,47.0,0.6,0.048362297901616724
1748,llama2,Republican,accuracy,48.0,0.7000000000000001,0.1483622979016168
1749,llama2,Republican,accuracy,49.0,0.6461538461538462,0.09451614405546294
1750,llama2,Republican,accuracy,50.0,0.6533333333333334,0.10169563123495018
1751,llama2,Republican,accuracy,51.0,0.6428571428571429,0.09121944075875965
1752,llama2,Republican,accuracy,52.0,0.6266666666666667,0.07502896456828345
1753,llama2,Republican,accuracy,53.0,0.6615384615384615,0.10990075944007827
1754,llama2,Republican,accuracy,54.0,0.64,0.08836229790161676
1755,llama2,Republican,accuracy,55.0,0.6857142857142857,0.13407658361590247
1756,llama2,Republican,accuracy,56.0,0.6533333333333334,0.10169563123495018
1757,llama2,Republican,accuracy,57.0,0.5866666666666667,0.035028964568283416
1758,llama2,Republican,accuracy,58.0,0.6533333333333334,0.10169563123495018
1759,llama2,Republican,accuracy,59.0,0.7000000000000001,0.1483622979016168
1760,llama2,Republican,accuracy,60.0,0.6,0.048362297901616724
1761,llama2,Republican,accuracy,61.0,0.6875,0.13586229790161675
1762,llama2,Republican,accuracy,62.0,0.6333333333333333,0.08169563123495005
1763,llama2,Republican,accuracy,63.0,0.6714285714285715,0.11979086933018823
1764,llama2,Republican,accuracy,64.0,0.6923076923076923,0.14066999020930904
1765,llama2,Republican,accuracy,65.0,0.7125,0.16086229790161677
1766,llama2,Republican,accuracy,66.0,0.7200000000000001,0.16836229790161683
1767,llama2,Republican,accuracy,67.0,0.7625000000000001,0.2108622979016168
1768,llama2,Republican,accuracy,68.0,0.6799999999999999,0.12836229790161668
1769,llama2,Republican,accuracy,69.0,0.65,0.09836229790161677
1770,llama2,Republican,accuracy,70.0,0.5714285714285714,0.019790869330188143
1771,llama2,Republican,accuracy,71.0,0.6571428571428571,0.10550515504447389
1772,llama2,Republican,accuracy,72.0,0.6615384615384615,0.10990075944007827
1773,llama2,Republican,accuracy,73.0,0.6615384615384615,0.10990075944007827
1774,llama2,Republican,accuracy,74.0,0.6666666666666666,0.11502896456828338
1775,llama2,Republican,accuracy,75.0,0.6714285714285715,0.11979086933018823
1776,llama2,Republican,accuracy,76.0,0.6285714285714287,0.07693372647304542
1777,llama2,Republican,accuracy,77.0,0.7333333333333333,0.18169563123495003
1778,llama2,Republican,accuracy,78.0,0.6166666666666667,0.06502896456828344
1779,llama2,Republican,accuracy,79.0,0.7000000000000001,0.1483622979016168
1780,llama2,Republican,accuracy,80.0,0.6705882352941177,0.11895053319573445
1781,llama2,Republican,accuracy,81.0,0.676923076923077,0.1252853748246937
1782,llama2,Republican,accuracy,82.0,0.6,0.048362297901616724
1783,llama2,Republican,accuracy,83.0,0.675,0.12336229790161679
1784,llama2,Republican,accuracy,84.0,0.6428571428571429,0.09121944075875965
1785,llama2,Republican,accuracy,85.0,0.5846153846153845,0.03297768251700128
1786,llama2,Republican,accuracy,86.0,0.6714285714285715,0.11979086933018823
1787,llama2,Republican,accuracy,87.0,0.675,0.12336229790161679
1788,llama2,Republican,accuracy,88.0,0.6333333333333334,0.08169563123495016
1789,llama2,Republican,accuracy,89.0,0.6615384615384615,0.10990075944007827
1790,llama2,Republican,accuracy,90.0,0.6714285714285715,0.11979086933018823
1791,llama2,Republican,accuracy,91.0,0.6714285714285715,0.11979086933018823
1792,llama2,Republican,accuracy,92.0,0.676923076923077,0.1252853748246937
1793,llama2,Republican,accuracy,93.0,0.6727272727272727,0.12108957062888948
1794,llama2,Republican,accuracy,94.0,0.6933333333333334,0.1416956312349501
1795,llama2,Republican,accuracy,95.0,0.7066666666666667,0.1550289645682834
1796,llama2,Republican,accuracy,96.0,0.6142857142857142,0.06264801218733096
1797,llama2,Republican,accuracy,97.0,0.6428571428571429,0.09121944075875965
1798,llama2,Republican,accuracy,98.0,0.6666666666666666,0.11502896456828338
1799,llama2,Republican,accuracy,99.0,0.6285714285714287,0.07693372647304542
1800,llama3.1,Democrat,accuracy,0.0,0.6100000000000001,0.027800000000000047
1801,llama3.1,Democrat,accuracy,1.0,0.6,0.017799999999999927
1802,llama3.1,Democrat,accuracy,2.0,0.56,-0.022199999999999998
1803,llama3.1,Democrat,accuracy,3.0,0.58,-0.0022000000000000908
1804,llama3.1,Democrat,accuracy,4.0,0.6100000000000001,0.027800000000000047
1805,llama3.1,Democrat,accuracy,5.0,0.53,-0.052200000000000024
1806,llama3.1,Democrat,accuracy,6.0,0.56,-0.022199999999999998
1807,llama3.1,Democrat,accuracy,7.0,0.5900000000000001,0.007800000000000029
1808,llama3.1,Democrat,accuracy,8.0,0.58,-0.0022000000000000908
1809,llama3.1,Democrat,accuracy,9.0,0.53,-0.052200000000000024
1810,llama3.1,Democrat,accuracy,10.0,0.5700000000000001,-0.012199999999999989
1811,llama3.1,Democrat,accuracy,11.0,0.5700000000000001,-0.012199999999999989
1812,llama3.1,Democrat,accuracy,12.0,0.5900000000000001,0.007800000000000029
1813,llama3.1,Democrat,accuracy,13.0,0.5900000000000001,0.007800000000000029
1814,llama3.1,Democrat,accuracy,14.0,0.6,0.017799999999999927
1815,llama3.1,Democrat,accuracy,15.0,0.61,0.027799999999999936
1816,llama3.1,Democrat,accuracy,16.0,0.62,0.037799999999999945
1817,llama3.1,Democrat,accuracy,17.0,0.63,0.047799999999999954
1818,llama3.1,Democrat,accuracy,18.0,0.62,0.037799999999999945
1819,llama3.1,Democrat,accuracy,19.0,0.58,-0.0022000000000000908
1820,llama3.1,Democrat,accuracy,20.0,0.6100000000000001,0.027800000000000047
1821,llama3.1,Democrat,accuracy,21.0,0.5900000000000001,0.007800000000000029
1822,llama3.1,Democrat,accuracy,22.0,0.58,-0.0022000000000000908
1823,llama3.1,Democrat,accuracy,23.0,0.54,-0.042200000000000015
1824,llama3.1,Democrat,accuracy,24.0,0.6100000000000001,0.027800000000000047
1825,llama3.1,Democrat,accuracy,25.0,0.6100000000000001,0.027800000000000047
1826,llama3.1,Democrat,accuracy,26.0,0.6,0.017799999999999927
1827,llama3.1,Democrat,accuracy,27.0,0.55,-0.032200000000000006
1828,llama3.1,Democrat,accuracy,28.0,0.56,-0.022199999999999998
1829,llama3.1,Democrat,accuracy,29.0,0.6,0.017799999999999927
1830,llama3.1,Democrat,accuracy,30.0,0.62,0.037799999999999945
1831,llama3.1,Democrat,accuracy,31.0,0.6,0.017799999999999927
1832,llama3.1,Democrat,accuracy,32.0,0.5700000000000001,-0.012199999999999989
1833,llama3.1,Democrat,accuracy,33.0,0.58,-0.0022000000000000908
1834,llama3.1,Democrat,accuracy,34.0,0.55,-0.032200000000000006
1835,llama3.1,Democrat,accuracy,35.0,0.58,-0.0022000000000000908
1836,llama3.1,Democrat,accuracy,36.0,0.6,0.017799999999999927
1837,llama3.1,Democrat,accuracy,37.0,0.56,-0.022199999999999998
1838,llama3.1,Democrat,accuracy,38.0,0.5599999999999999,-0.02220000000000011
1839,llama3.1,Democrat,accuracy,39.0,0.5700000000000001,-0.012199999999999989
1840,llama3.1,Democrat,accuracy,40.0,0.54,-0.042200000000000015
1841,llama3.1,Democrat,accuracy,41.0,0.6100000000000001,0.027800000000000047
1842,llama3.1,Democrat,accuracy,42.0,0.63,0.047799999999999954
1843,llama3.1,Democrat,accuracy,43.0,0.5700000000000001,-0.012199999999999989
1844,llama3.1,Democrat,accuracy,44.0,0.5900000000000001,0.007800000000000029
1845,llama3.1,Democrat,accuracy,45.0,0.55,-0.032200000000000006
1846,llama3.1,Democrat,accuracy,46.0,0.6,0.017799999999999927
1847,llama3.1,Democrat,accuracy,47.0,0.63,0.047799999999999954
1848,llama3.1,Democrat,accuracy,48.0,0.58,-0.0022000000000000908
1849,llama3.1,Democrat,accuracy,49.0,0.5900000000000001,0.007800000000000029
1850,llama3.1,Democrat,accuracy,50.0,0.62,0.037799999999999945
1851,llama3.1,Democrat,accuracy,51.0,0.64,0.05779999999999996
1852,llama3.1,Democrat,accuracy,52.0,0.5900000000000001,0.007800000000000029
1853,llama3.1,Democrat,accuracy,53.0,0.56,-0.022199999999999998
1854,llama3.1,Democrat,accuracy,54.0,0.58,-0.0022000000000000908
1855,llama3.1,Democrat,accuracy,55.0,0.5900000000000001,0.007800000000000029
1856,llama3.1,Democrat,accuracy,56.0,0.6100000000000001,0.027800000000000047
1857,llama3.1,Democrat,accuracy,57.0,0.5900000000000001,0.007800000000000029
1858,llama3.1,Democrat,accuracy,58.0,0.6,0.017799999999999927
1859,llama3.1,Democrat,accuracy,59.0,0.54,-0.042200000000000015
1860,llama3.1,Democrat,accuracy,60.0,0.6300000000000001,0.047800000000000065
1861,llama3.1,Democrat,accuracy,61.0,0.5800000000000001,-0.0021999999999999797
1862,llama3.1,Democrat,accuracy,62.0,0.6,0.017799999999999927
1863,llama3.1,Democrat,accuracy,63.0,0.6,0.017799999999999927
1864,llama3.1,Democrat,accuracy,64.0,0.64,0.05779999999999996
1865,llama3.1,Democrat,accuracy,65.0,0.6100000000000001,0.027800000000000047
1866,llama3.1,Democrat,accuracy,66.0,0.5900000000000001,0.007800000000000029
1867,llama3.1,Democrat,accuracy,67.0,0.54,-0.042200000000000015
1868,llama3.1,Democrat,accuracy,68.0,0.5700000000000001,-0.012199999999999989
1869,llama3.1,Democrat,accuracy,69.0,0.5800000000000001,-0.0021999999999999797
1870,llama3.1,Democrat,accuracy,70.0,0.58,-0.0022000000000000908
1871,llama3.1,Democrat,accuracy,71.0,0.55,-0.032200000000000006
1872,llama3.1,Democrat,accuracy,72.0,0.5700000000000001,-0.012199999999999989
1873,llama3.1,Democrat,accuracy,73.0,0.63,0.047799999999999954
1874,llama3.1,Democrat,accuracy,74.0,0.5900000000000001,0.007800000000000029
1875,llama3.1,Democrat,accuracy,75.0,0.6,0.017799999999999927
1876,llama3.1,Democrat,accuracy,76.0,0.63,0.047799999999999954
1877,llama3.1,Democrat,accuracy,77.0,0.54,-0.042200000000000015
1878,llama3.1,Democrat,accuracy,78.0,0.54,-0.042200000000000015
1879,llama3.1,Democrat,accuracy,79.0,0.6,0.017799999999999927
1880,llama3.1,Democrat,accuracy,80.0,0.55,-0.032200000000000006
1881,llama3.1,Democrat,accuracy,81.0,0.6,0.017799999999999927
1882,llama3.1,Democrat,accuracy,82.0,0.55,-0.032200000000000006
1883,llama3.1,Democrat,accuracy,83.0,0.6100000000000001,0.027800000000000047
1884,llama3.1,Democrat,accuracy,84.0,0.6,0.017799999999999927
1885,llama3.1,Democrat,accuracy,85.0,0.5900000000000001,0.007800000000000029
1886,llama3.1,Democrat,accuracy,86.0,0.5700000000000001,-0.012199999999999989
1887,llama3.1,Democrat,accuracy,87.0,0.62,0.037799999999999945
1888,llama3.1,Democrat,accuracy,88.0,0.5599999999999999,-0.02220000000000011
1889,llama3.1,Democrat,accuracy,89.0,0.5900000000000001,0.007800000000000029
1890,llama3.1,Democrat,accuracy,90.0,0.64,0.05779999999999996
1891,llama3.1,Democrat,accuracy,91.0,0.6,0.017799999999999927
1892,llama3.1,Democrat,accuracy,92.0,0.66,0.07779999999999998
1893,llama3.1,Democrat,accuracy,93.0,0.5700000000000001,-0.012199999999999989
1894,llama3.1,Democrat,accuracy,94.0,0.6100000000000001,0.027800000000000047
1895,llama3.1,Democrat,accuracy,95.0,0.66,0.07779999999999998
1896,llama3.1,Democrat,accuracy,96.0,0.63,0.047799999999999954
1897,llama3.1,Democrat,accuracy,97.0,0.61,0.027799999999999936
1898,llama3.1,Democrat,accuracy,98.0,0.5900000000000001,0.007800000000000029
1899,llama3.1,Democrat,accuracy,99.0,0.56,-0.022199999999999998
1900,llama3.1,Republican,accuracy,0.0,0.5700000000000001,-0.012199999999999989
1901,llama3.1,Republican,accuracy,1.0,0.6100000000000001,0.027800000000000047
1902,llama3.1,Republican,accuracy,2.0,0.56,-0.022199999999999998
1903,llama3.1,Republican,accuracy,3.0,0.5800000000000001,-0.0021999999999999797
1904,llama3.1,Republican,accuracy,4.0,0.5599999999999999,-0.02220000000000011
1905,llama3.1,Republican,accuracy,5.0,0.62,0.037799999999999945
1906,llama3.1,Republican,accuracy,6.0,0.6,0.017799999999999927
1907,llama3.1,Republican,accuracy,7.0,0.5700000000000001,-0.012199999999999989
1908,llama3.1,Republican,accuracy,8.0,0.56,-0.022199999999999998
1909,llama3.1,Republican,accuracy,9.0,0.6,0.017799999999999927
1910,llama3.1,Republican,accuracy,10.0,0.5700000000000001,-0.012199999999999989
1911,llama3.1,Republican,accuracy,11.0,0.55,-0.032200000000000006
1912,llama3.1,Republican,accuracy,12.0,0.5700000000000001,-0.012199999999999989
1913,llama3.1,Republican,accuracy,13.0,0.52,-0.06220000000000003
1914,llama3.1,Republican,accuracy,14.0,0.6,0.017799999999999927
1915,llama3.1,Republican,accuracy,15.0,0.5900000000000001,0.007800000000000029
1916,llama3.1,Republican,accuracy,16.0,0.53,-0.052200000000000024
1917,llama3.1,Republican,accuracy,17.0,0.5599999999999999,-0.02220000000000011
1918,llama3.1,Republican,accuracy,18.0,0.5599999999999999,-0.02220000000000011
1919,llama3.1,Republican,accuracy,19.0,0.56,-0.022199999999999998
1920,llama3.1,Republican,accuracy,20.0,0.5900000000000001,0.007800000000000029
1921,llama3.1,Republican,accuracy,21.0,0.5599999999999999,-0.02220000000000011
1922,llama3.1,Republican,accuracy,22.0,0.55,-0.032200000000000006
1923,llama3.1,Republican,accuracy,23.0,0.54,-0.042200000000000015
1924,llama3.1,Republican,accuracy,24.0,0.6,0.017799999999999927
1925,llama3.1,Republican,accuracy,25.0,0.61,0.027799999999999936
1926,llama3.1,Republican,accuracy,26.0,0.56,-0.022199999999999998
1927,llama3.1,Republican,accuracy,27.0,0.61,0.027799999999999936
1928,llama3.1,Republican,accuracy,28.0,0.5700000000000001,-0.012199999999999989
1929,llama3.1,Republican,accuracy,29.0,0.5900000000000001,0.007800000000000029
1930,llama3.1,Republican,accuracy,30.0,0.58,-0.0022000000000000908
1931,llama3.1,Republican,accuracy,31.0,0.5900000000000001,0.007800000000000029
1932,llama3.1,Republican,accuracy,32.0,0.5700000000000001,-0.012199999999999989
1933,llama3.1,Republican,accuracy,33.0,0.56,-0.022199999999999998
1934,llama3.1,Republican,accuracy,34.0,0.63,0.047799999999999954
1935,llama3.1,Republican,accuracy,35.0,0.5900000000000001,0.007800000000000029
1936,llama3.1,Republican,accuracy,36.0,0.55,-0.032200000000000006
1937,llama3.1,Republican,accuracy,37.0,0.63,0.047799999999999954
1938,llama3.1,Republican,accuracy,38.0,0.6,0.017799999999999927
1939,llama3.1,Republican,accuracy,39.0,0.62,0.037799999999999945
1940,llama3.1,Republican,accuracy,40.0,0.65,0.06779999999999997
1941,llama3.1,Republican,accuracy,41.0,0.5900000000000001,0.007800000000000029
1942,llama3.1,Republican,accuracy,42.0,0.5599999999999999,-0.02220000000000011
1943,llama3.1,Republican,accuracy,43.0,0.52,-0.06220000000000003
1944,llama3.1,Republican,accuracy,44.0,0.51,-0.07220000000000004
1945,llama3.1,Republican,accuracy,45.0,0.67,0.08779999999999999
1946,llama3.1,Republican,accuracy,46.0,0.61,0.027799999999999936
1947,llama3.1,Republican,accuracy,47.0,0.56,-0.022199999999999998
1948,llama3.1,Republican,accuracy,48.0,0.54,-0.042200000000000015
1949,llama3.1,Republican,accuracy,49.0,0.5900000000000001,0.007800000000000029
1950,llama3.1,Republican,accuracy,50.0,0.6300000000000001,0.047800000000000065
1951,llama3.1,Republican,accuracy,51.0,0.5700000000000001,-0.012199999999999989
1952,llama3.1,Republican,accuracy,52.0,0.5700000000000001,-0.012199999999999989
1953,llama3.1,Republican,accuracy,53.0,0.6100000000000001,0.027800000000000047
1954,llama3.1,Republican,accuracy,54.0,0.54,-0.042200000000000015
1955,llama3.1,Republican,accuracy,55.0,0.5599999999999999,-0.02220000000000011
1956,llama3.1,Republican,accuracy,56.0,0.5900000000000001,0.007800000000000029
1957,llama3.1,Republican,accuracy,57.0,0.58,-0.0022000000000000908
1958,llama3.1,Republican,accuracy,58.0,0.61,0.027799999999999936
1959,llama3.1,Republican,accuracy,59.0,0.56,-0.022199999999999998
1960,llama3.1,Republican,accuracy,60.0,0.54,-0.042200000000000015
1961,llama3.1,Republican,accuracy,61.0,0.58,-0.0022000000000000908
1962,llama3.1,Republican,accuracy,62.0,0.61,0.027799999999999936
1963,llama3.1,Republican,accuracy,63.0,0.55,-0.032200000000000006
1964,llama3.1,Republican,accuracy,64.0,0.63,0.047799999999999954
1965,llama3.1,Republican,accuracy,65.0,0.5900000000000001,0.007800000000000029
1966,llama3.1,Republican,accuracy,66.0,0.6100000000000001,0.027800000000000047
1967,llama3.1,Republican,accuracy,67.0,0.62,0.037799999999999945
1968,llama3.1,Republican,accuracy,68.0,0.55,-0.032200000000000006
1969,llama3.1,Republican,accuracy,69.0,0.5700000000000001,-0.012199999999999989
1970,llama3.1,Republican,accuracy,70.0,0.6,0.017799999999999927
1971,llama3.1,Republican,accuracy,71.0,0.62,0.037799999999999945
1972,llama3.1,Republican,accuracy,72.0,0.61,0.027799999999999936
1973,llama3.1,Republican,accuracy,73.0,0.56,-0.022199999999999998
1974,llama3.1,Republican,accuracy,74.0,0.56,-0.022199999999999998
1975,llama3.1,Republican,accuracy,75.0,0.6,0.017799999999999927
1976,llama3.1,Republican,accuracy,76.0,0.63,0.047799999999999954
1977,llama3.1,Republican,accuracy,77.0,0.55,-0.032200000000000006
1978,llama3.1,Republican,accuracy,78.0,0.6,0.017799999999999927
1979,llama3.1,Republican,accuracy,79.0,0.55,-0.032200000000000006
1980,llama3.1,Republican,accuracy,80.0,0.55,-0.032200000000000006
1981,llama3.1,Republican,accuracy,81.0,0.53,-0.052200000000000024
1982,llama3.1,Republican,accuracy,82.0,0.55,-0.032200000000000006
1983,llama3.1,Republican,accuracy,83.0,0.56,-0.022199999999999998
1984,llama3.1,Republican,accuracy,84.0,0.6100000000000001,0.027800000000000047
1985,llama3.1,Republican,accuracy,85.0,0.6,0.017799999999999927
1986,llama3.1,Republican,accuracy,86.0,0.5599999999999999,-0.02220000000000011
1987,llama3.1,Republican,accuracy,87.0,0.6300000000000001,0.047800000000000065
1988,llama3.1,Republican,accuracy,88.0,0.54,-0.042200000000000015
1989,llama3.1,Republican,accuracy,89.0,0.62,0.037799999999999945
1990,llama3.1,Republican,accuracy,90.0,0.62,0.037799999999999945
1991,llama3.1,Republican,accuracy,91.0,0.61,0.027799999999999936
1992,llama3.1,Republican,accuracy,92.0,0.6,0.017799999999999927
1993,llama3.1,Republican,accuracy,93.0,0.6100000000000001,0.027800000000000047
1994,llama3.1,Republican,accuracy,94.0,0.6100000000000001,0.027800000000000047
1995,llama3.1,Republican,accuracy,95.0,0.52,-0.06220000000000003
1996,llama3.1,Republican,accuracy,96.0,0.53,-0.052200000000000024
1997,llama3.1,Republican,accuracy,97.0,0.52,-0.06220000000000003
1998,llama3.1,Republican,accuracy,98.0,0.5700000000000001,-0.012199999999999989
1999,llama3.1,Republican,accuracy,99.0,0.58,-0.0022000000000000908
2000,mistral,Democrat,accuracy,0.0,0.78,0.020000000000000018
2001,mistral,Democrat,accuracy,1.0,0.79,0.030000000000000027
2002,mistral,Democrat,accuracy,2.0,0.8099999999999999,0.04999999999999993
2003,mistral,Democrat,accuracy,3.0,0.78,0.020000000000000018
2004,mistral,Democrat,accuracy,4.0,0.78,0.020000000000000018
2005,mistral,Democrat,accuracy,5.0,0.8099999999999999,0.04999999999999993
2006,mistral,Democrat,accuracy,6.0,0.8,0.040000000000000036
2007,mistral,Democrat,accuracy,7.0,0.76,0.0
2008,mistral,Democrat,accuracy,8.0,0.8099999999999999,0.04999999999999993
2009,mistral,Democrat,accuracy,9.0,0.8,0.040000000000000036
2010,mistral,Democrat,accuracy,10.0,0.78,0.020000000000000018
2011,mistral,Democrat,accuracy,11.0,0.78,0.020000000000000018
2012,mistral,Democrat,accuracy,12.0,0.76,0.0
2013,mistral,Democrat,accuracy,13.0,0.78,0.020000000000000018
2014,mistral,Democrat,accuracy,14.0,0.8,0.040000000000000036
2015,mistral,Democrat,accuracy,15.0,0.78,0.020000000000000018
2016,mistral,Democrat,accuracy,16.0,0.77,0.010000000000000009
2017,mistral,Democrat,accuracy,17.0,0.8,0.040000000000000036
2018,mistral,Democrat,accuracy,18.0,0.79,0.030000000000000027
2019,mistral,Democrat,accuracy,19.0,0.77,0.010000000000000009
2020,mistral,Democrat,accuracy,20.0,0.78,0.020000000000000018
2021,mistral,Democrat,accuracy,21.0,0.79,0.030000000000000027
2022,mistral,Democrat,accuracy,22.0,0.79,0.030000000000000027
2023,mistral,Democrat,accuracy,23.0,0.78,0.020000000000000018
2024,mistral,Democrat,accuracy,24.0,0.79,0.030000000000000027
2025,mistral,Democrat,accuracy,25.0,0.8099999999999999,0.04999999999999993
